ConditionIndex,SignedDiff_rad_s,AbsDiff_rad_s,LeftHasReference,SpeedLeft_rad_s,SpeedRight_rad_s,Response,RT_s,Correct
1,0.26179938779915,0.26179938779915,1,3.14159265358979,3.40339204138894,1,2.22113862399965,0
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,1,1.85000915699857,0
6,1.17809724509617,1.17809724509617,0,4.31968989868597,3.14159265358979,2,6.5931055960009,0
4,0.628318530717959,0.628318530717959,1,3.14159265358979,3.76991118430775,2,1.76139097499981,1
1,0.26179938779915,0.26179938779915,0,3.40339204138894,3.14159265358979,1,1.30623958999968,1
2,0.392699081698724,0.392699081698724,0,3.53429173528852,3.14159265358979,1,1.05634032600028,1
1,0.26179938779915,0.26179938779915,0,3.40339204138894,3.14159265358979,1,1.14688635499988,1
1,0.26179938779915,0.26179938779915,1,3.14159265358979,3.40339204138894,2,3.49470609200034,1
3,0.523598775598299,0.523598775598299,0,3.66519142918809,3.14159265358979,1,1.27235214800021,1
1,0.26179938779915,0.26179938779915,1,3.14159265358979,3.40339204138894,1,0.899315987000591,0
4,0.628318530717959,0.628318530717959,1,3.14159265358979,3.76991118430775,1,1.2062903670012,0
6,1.17809724509617,1.17809724509617,0,4.31968989868597,3.14159265358979,1,2.35273917400082,1
4,0.628318530717959,0.628318530717959,0,3.76991118430775,3.14159265358979,1,1.12008713900104,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.78459277799993,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,1,1.2468301530007,0
4,0.628318530717959,0.628318530717959,1,3.14159265358979,3.76991118430775,2,1.81691256399972,1
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,2,2.31937970199942,1
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,2,1.76697547500044,1
6,1.17809724509617,1.17809724509617,0,4.31968989868597,3.14159265358979,1,0.700228006999168,1
1,0.26179938779915,0.26179938779915,0,3.40339204138894,3.14159265358979,2,1.91537700800109,0
1,0.26179938779915,0.26179938779915,1,3.14159265358979,3.40339204138894,2,2.19830867699966,1
1,0.26179938779915,0.26179938779915,0,3.40339204138894,3.14159265358979,1,1.21405326899912,1
4,0.628318530717959,0.628318530717959,0,3.76991118430775,3.14159265358979,1,1.51545124400036,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.77905813500001,1
3,0.523598775598299,0.523598775598299,0,3.66519142918809,3.14159265358979,1,1.54409289000068,1
2,0.392699081698724,0.392699081698724,0,3.53429173528852,3.14159265358979,1,1.31027297499895,1
5,0.785398163397448,0.785398163397448,0,3.92699081698724,3.14159265358979,1,1.40837824200025,1
2,0.392699081698724,0.392699081698724,0,3.53429173528852,3.14159265358979,1,1.95301717199982,1
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,1,1.40848087300037,0
1,0.26179938779915,0.26179938779915,1,3.14159265358979,3.40339204138894,2,2.26973808499861,1
4,0.628318530717959,0.628318530717959,0,3.76991118430775,3.14159265358979,1,0.866080391000651,1
5,0.785398163397448,0.785398163397448,1,3.14159265358979,3.92699081698724,2,1.13131493100082,1
4,0.628318530717959,0.628318530717959,0,3.76991118430775,3.14159265358979,1,0.763147040001058,1
5,0.785398163397448,0.785398163397448,1,3.14159265358979,3.92699081698724,2,1.89884732700011,1
1,0.26179938779915,0.26179938779915,1,3.14159265358979,3.40339204138894,1,1.22598617499898,0
5,0.785398163397448,0.785398163397448,1,3.14159265358979,3.92699081698724,2,0.664426089999324,1
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,2,1.28715647600075,1
5,0.785398163397448,0.785398163397448,0,3.92699081698724,3.14159265358979,1,1.0996335589989,1
2,0.392699081698724,0.392699081698724,0,3.53429173528852,3.14159265358979,1,0.955536289999145,1
2,0.392699081698724,0.392699081698724,0,3.53429173528852,3.14159265358979,1,1.17823595200025,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.133937513001,1
1,0.26179938779915,0.26179938779915,0,3.40339204138894,3.14159265358979,2,2.08647947999998,0
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.54660342199895,1
6,1.17809724509617,1.17809724509617,1,3.14159265358979,4.31968989868597,2,1.23251779800012,1
6,1.17809724509617,1.17809724509617,1,3.14159265358979,4.31968989868597,2,1.23472703399966,1
4,0.628318530717959,0.628318530717959,1,3.14159265358979,3.76991118430775,2,1.20011373399939,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.06732286400074,1
4,0.628318530717959,0.628318530717959,0,3.76991118430775,3.14159265358979,2,2.57536330099902,0
5,0.785398163397448,0.785398163397448,0,3.92699081698724,3.14159265358979,1,1.02483266700074,1
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,2,1.56800941800066,1
6,1.17809724509617,1.17809724509617,1,3.14159265358979,4.31968989868597,2,0.934885227999985,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.02156983199893,1
5,0.785398163397448,0.785398163397448,0,3.92699081698724,3.14159265358979,1,1.740975445,1
2,0.392699081698724,0.392699081698724,1,3.14159265358979,3.53429173528852,2,1.72452572600014,1
3,0.523598775598299,0.523598775598299,1,3.14159265358979,3.66519142918809,2,1.24165379199985,1
1,0.26179938779915,0.26179938779915,0,3.40339204138894,3.14159265358979,2,0.951113266999528,0
4,0.628318530717959,0.628318530717959,1,3.14159265358979,3.76991118430775,2,1.37213638600042,1
5,0.785398163397448,0.785398163397448,1,3.14159265358979,3.92699081698724,2,1.57732764600041,1
3,0.523598775598299,0.523598775598299,0,3.66519142918809,3.14159265358979,1,2.6779809159998,1
3,0.523598775598299,0.523598775598299,0,3.66519142918809,3.14159265358979,2,1.02377809900099,0
